Model,Prompt,Shot,Metric,Score
Qwen_3_QLoRA,2,10SHOT,rougeL_f1,54.56
Qwen_3_QLoRA,2,10SHOT,meteor,53.64
Qwen_3_QLoRA,2,10SHOT,bertscore,83.86
Qwen_3_QLoRA,2,10SHOT,comet,78.92
Qwen_3_QLoRA,3,0SHOT,sacrebleu,24.87
Qwen_3_QLoRA,3,0SHOT,chrf2,47.5
Qwen_3_QLoRA,3,0SHOT,ter,66.58
Qwen_3_QLoRA,3,0SHOT,rougeL_f1,54.91
Qwen_3_QLoRA,3,0SHOT,meteor,54.14
Qwen_3_QLoRA,3,0SHOT,bertscore,83.96
Qwen_3_QLoRA,3,0SHOT,comet,78.5
Qwen_3_QLoRA,3,1SHOT,sacrebleu,25.39
Qwen_3_QLoRA,3,1SHOT,chrf2,47.72
Qwen_3_QLoRA,3,1SHOT,ter,66.44
Qwen_3_QLoRA,3,1SHOT,rougeL_f1,55.09
Qwen_3_QLoRA,3,1SHOT,meteor,54.24
Qwen_3_QLoRA,3,1SHOT,bertscore,84.06
Qwen_3_QLoRA,3,1SHOT,comet,78.5
Qwen_3_QLoRA,3,2SHOT,sacrebleu,25.04
Qwen_3_QLoRA,3,2SHOT,chrf2,47.51
Qwen_3_QLoRA,3,2SHOT,ter,66.81
Qwen_3_QLoRA,3,2SHOT,rougeL_f1,54.71
Qwen_3_QLoRA,3,2SHOT,meteor,54.04
Qwen_3_QLoRA,3,2SHOT,bertscore,83.9
Qwen_3_QLoRA,3,2SHOT,comet,78.51
Qwen_3_QLoRA,3,3SHOT,sacrebleu,25.01
Qwen_3_QLoRA,3,3SHOT,chrf2,47.52
Qwen_3_QLoRA,3,3SHOT,ter,66.76
Qwen_3_QLoRA,3,3SHOT,rougeL_f1,54.92
Qwen_3_QLoRA,3,3SHOT,meteor,54.24
Qwen_3_QLoRA,3,3SHOT,bertscore,83.98
Qwen_3_QLoRA,3,3SHOT,comet,78.73
Qwen_3_QLoRA,3,5SHOT,sacrebleu,25.02
Qwen_3_QLoRA,3,5SHOT,chrf2,47.52
Qwen_3_QLoRA,3,5SHOT,ter,66.83
Qwen_3_QLoRA,3,5SHOT,rougeL_f1,54.92
Qwen_3_QLoRA,3,5SHOT,meteor,54.21
Qwen_3_QLoRA,3,5SHOT,bertscore,83.91
Qwen_3_QLoRA,3,5SHOT,comet,78.66
Qwen_3_QLoRA,3,10SHOT,sacrebleu,25.02
Qwen_3_QLoRA,3,10SHOT,chrf2,47.47
Qwen_3_QLoRA,3,10SHOT,ter,66.51
Qwen_3_QLoRA,3,10SHOT,rougeL_f1,54.94
Qwen_3_QLoRA,3,10SHOT,meteor,54.16
Qwen_3_QLoRA,3,10SHOT,bertscore,83.92
Qwen_3_QLoRA,3,10SHOT,comet,78.66
Qwen_3_QLoRA,4,0SHOT,sacrebleu,25.16
Qwen_3_QLoRA,4,0SHOT,chrf2,47.42
Qwen_3_QLoRA,4,0SHOT,ter,67.1
Qwen_3_QLoRA,4,0SHOT,rougeL_f1,54.91
Qwen_3_QLoRA,4,0SHOT,meteor,54.06
Qwen_3_QLoRA,4,0SHOT,bertscore,84.0
Qwen_3_QLoRA,4,0SHOT,comet,78.64
Qwen_3_QLoRA,4,1SHOT,sacrebleu,25.55
Qwen_3_QLoRA,4,1SHOT,chrf2,47.73
Qwen_3_QLoRA,4,1SHOT,ter,66.53
Qwen_3_QLoRA,4,1SHOT,rougeL_f1,55.07
Qwen_3_QLoRA,4,1SHOT,meteor,54.33
Qwen_3_QLoRA,4,1SHOT,bertscore,84.06
Qwen_3_QLoRA,4,1SHOT,comet,78.65
Qwen_3_QLoRA,4,2SHOT,sacrebleu,25.33
Qwen_3_QLoRA,4,2SHOT,chrf2,47.62
Qwen_3_QLoRA,4,2SHOT,ter,66.25
Qwen_3_QLoRA,4,2SHOT,rougeL_f1,55.09
Qwen_3_QLoRA,4,2SHOT,meteor,54.18
Qwen_3_QLoRA,4,2SHOT,bertscore,84.02
Qwen_3_QLoRA,4,2SHOT,comet,78.75
Qwen_3_QLoRA,4,3SHOT,sacrebleu,24.36
Qwen_3_QLoRA,4,3SHOT,chrf2,46.8
Qwen_3_QLoRA,4,3SHOT,ter,67.8
Qwen_3_QLoRA,4,3SHOT,rougeL_f1,54.27
Qwen_3_QLoRA,4,3SHOT,meteor,53.1
Qwen_3_QLoRA,4,3SHOT,bertscore,83.74
Qwen_3_QLoRA,4,3SHOT,comet,78.43
Qwen_3_QLoRA,4,5SHOT,sacrebleu,24.85
Qwen_3_QLoRA,4,5SHOT,chrf2,47.23
Qwen_3_QLoRA,4,5SHOT,ter,66.89
Qwen_3_QLoRA,4,5SHOT,rougeL_f1,54.48
Qwen_3_QLoRA,4,5SHOT,meteor,53.58
Qwen_3_QLoRA,4,5SHOT,bertscore,83.81
Qwen_3_QLoRA,4,5SHOT,comet,78.46
Qwen_3_QLoRA,4,10SHOT,sacrebleu,24.97
Qwen_3_QLoRA,4,10SHOT,chrf2,47.44
Qwen_3_QLoRA,4,10SHOT,ter,66.65
Qwen_3_QLoRA,4,10SHOT,rougeL_f1,54.63
Qwen_3_QLoRA,4,10SHOT,meteor,53.5
Qwen_3_QLoRA,4,10SHOT,bertscore,83.87
Qwen_3_QLoRA,4,10SHOT,comet,78.75
